category,name,description,serial,productionDate,price,currency,authorised,inStock,compatibleBrands,limitedEdition,safetyCritical,hazardousMaterial
Cooling & HVAC System,Radiator Hoses 4DL,Carry coolant to and from radiator.,IFAT-715F-00BC-FD79,2023-06-14,1938.96,EUR,True,True,"Feramborghini,Mecentley,Nord,WV",False,False,False
Exterior,Rear Diffuser OTG,Improves underbody airflow and downforce.,IFAT-7373-C7C2-1C08,2023-09-02,1836.76,EUR,True,False,BMV,False,False,True
Exterior,Front Splitter CVO,Adds front-end downforce.,IFAT-1664-BE67-7324,2015-09-18,353.47,EUR,True,True,"Feramborghini,BMV,Mecentley",False,False,False
Exterior,Carbon Fiber Hood 3PD,Reduces weight and improves aerodynamics.,IFAT-AAB9-7109-8601,2015-07-08,478.22,EUR,True,True,Feramborghini,True,True,True
Exterior,Widebody Kit 0CX,Allows wider tires and improves stance.,IFAT-235E-F939-C205,2020-03-17,1180.38,EUR,True,True,"Mecentley,WV,BMV,Feramborghini,Nord",True,False,True
Exterior,Widebody Kit YFU,Allows wider tires and improves stance.,IFAT-E121-08F3-E03F,2015-09-10,1461.8,EUR,False,True,"BMV,Nord",True,True,True
Exterior,Widebody Kit ZXG,Allows wider tires and improves stance.,IFAT-4797-B364-5497,2025-08-02,604.72,EUR,True,False,Feramborghini,True,True,False
Exterior,Rear Diffuser C9B,Improves underbody airflow and downforce.,IFAT-2834-67C0-D180,2024-12-25,1167.53,EUR,True,True,"BMV,Mecentley,WV,Feramborghini",True,False,False
Exterior,Aero Canards OV7,Enhance airflow and cornering stability.,IFAT-67E2-1F1C-E70A,2016-05-05,831.93,EUR,True,True,"Feramborghini,BMV",True,True,True
Drivetrain,Aftermarket LSD M3W,Improves grip in cornering and acceleration.,IFAT-72C6-23DC-3372,2015-10-24,246.37,EUR,False,True,"Nord,BMV",False,True,True
Drivetrain,Limited Slip Differential 3E4,Distributes torque more efficiently to wheels.,IFAT-1FE4-7281-A7DC,2019-03-07,1963.28,EUR,False,True,"BMV,Feramborghini,Mecentley,Nord",True,False,True
Drivetrain,Performance Clutch Kit TF5,Handles more torque from tuned engines.,IFAT-4D56-B521-5466,2015-02-08,1261.5,EUR,True,False,"Nord,BMV,WV,Feramborghini,Mecentley",True,False,True
Drivetrain,Performance Clutch Kit 3H6,Handles more torque from tuned engines.,IFAT-DA4D-52D2-2FEA,2020-04-26,266.2,EUR,True,False,"Feramborghini,WV,Nord",True,False,True
Drivetrain,Performance Clutch Kit 9AE,Handles more torque from tuned engines.,IFAT-5FF4-679B-610B,2016-04-19,652.88,EUR,True,False,"BMV,Feramborghini,Mecentley",True,True,True
Drivetrain,Lightweight Flywheel 6ZW,Improves throttle response.,IFAT-D332-DC78-FD43,2025-02-01,1844.67,EUR,True,True,"Mecentley,BMV,Nord",True,True,False
Drivetrain,Aftermarket LSD 7W3,Improves grip in cornering and acceleration.,IFAT-5A46-9FE2-C8ED,2025-09-22,1335.22,EUR,True,True,"WV,BMV",False,True,True
Drivetrain,Performance Clutch Kit SRR,Handles more torque from tuned engines.,IFAT-1033-0C6A-85B9,2025-05-02,162.54,EUR,True,True,"Nord,Mecentley,Feramborghini,WV,BMV",False,False,False
Drivetrain,Lightweight Flywheel TXA,Improves throttle response.,IFAT-FCEA-EAC1-A884,2016-09-12,794.89,EUR,False,True,Feramborghini,False,False,False
Drivetrain,Limited Slip Differential NZZ,Distributes torque more efficiently to wheels.,IFAT-2523-828A-E577,2024-05-31,855.76,EUR,True,True,"Mecentley,WV",True,False,False
Drivetrain,Aftermarket LSD PUW,Improves grip in cornering and acceleration.,IFAT-623C-59A4-FD28,2023-06-13,1263.41,EUR,True,True,WV,True,True,False
Drivetrain,Lightweight Flywheel XBK,Improves throttle response.,IFAT-A5ED-3CC1-722B,2021-05-22,728.2,EUR,False,True,"BMV,WV,Nord,Mecentley,Feramborghini",False,True,False
Drivetrain,Performance Clutch Kit 6ST,Handles more torque from tuned engines.,IFAT-F550-CD8B-20D0,2024-12-23,1923.46,EUR,True,True,"Mecentley,Nord,Feramborghini",True,False,True
Drivetrain,Lightweight Flywheel ML4,Improves throttle response.,IFAT-67B5-F01B-D7A6,2016-07-15,1879.23,EUR,True,True,"Nord,BMV,Mecentley,Feramborghini",False,False,True
Drivetrain,Lightweight Flywheel NSG,Improves throttle response.,IFAT-78C9-06EE-5421,2021-09-26,1087.25,EUR,True,True,"WV,Mecentley,Nord,Feramborghini,BMV",True,True,True
Drivetrain,Lightweight Flywheel VG5,Improves throttle response.,IFAT-4451-A9F4-0A22,2024-02-05,1007.32,EUR,True,True,"BMV,Mecentley,WV",False,False,False
Drivetrain,Lightweight Flywheel D9H,Improves throttle response.,IFAT-42B3-5967-207C,2020-11-03,1553.09,EUR,True,False,"Feramborghini,WV,Nord",False,True,True
Drivetrain,Aftermarket LSD NZV,Improves grip in cornering and acceleration.,IFAT-2B68-4A4E-22C5,2022-03-24,1122.98,EUR,True,True,"Feramborghini,WV,Mecentley",True,False,True
Cooling System,Performance Radiator 4YF,Increased cooling capacity for high performance.,IFAT-C746-CB55-DA9A,2015-05-03,521.92,EUR,True,True,"BMV,WV",False,False,False
Cooling System,Performance Radiator ND8,Increased cooling capacity for high performance.,IFAT-921E-9CA3-9342,2018-06-12,1268.31,EUR,True,True,"BMV,Nord,WV",False,True,True
Cooling System,Performance Radiator NG8,Increased cooling capacity for high performance.,IFAT-2D97-44E2-6330,2020-09-10,1581.51,EUR,False,True,"Feramborghini,Nord",True,True,True
Wheels & Tires,Low Profile Tires QJ3,Better grip and handling performance.,IFAT-18EF-4AC7-C9F8,2021-10-13,1129.62,EUR,True,False,"BMV,WV",True,False,True
Wheels & Tires,Low Profile Tires TXP,Better grip and handling performance.,IFAT-617A-AF8C-BB12,2017-02-17,1471.28,EUR,True,True,"Nord,Feramborghini,WV",True,True,True
Wheels & Tires,Low Profile Tires 2K1,Better grip and handling performance.,IFAT-F737-9EF9-0850,2019-06-21,1010.24,EUR,True,True,"Feramborghini,BMV,Nord",False,False,False
Wheels & Tires,Lightweight Wheels IA8,Reduce unsprung mass for quicker acceleration.,IFAT-7AA9-D8B4-ECF2,2019-10-16,1828.75,EUR,True,False,BMV,True,True,True
Wheels & Tires,Low Profile Tires ZIF,Better grip and handling performance.,IFAT-2C1B-16D6-E8AF,2015-10-20,270.6,EUR,True,True,"WV,Mecentley",True,False,False
Wheels & Tires,Low Profile Tires 6YP,Better grip and handling performance.,IFAT-CFBC-5155-BECA,2019-07-04,1765.91,EUR,True,True,"Feramborghini,Nord,WV,BMV,Mecentley",False,True,True
Wheels & Tires,Lightweight Wheels SVU,Reduce unsprung mass for quicker acceleration.,IFAT-F7E8-A5D7-9D04,2024-09-08,514.36,EUR,True,False,"WV,Nord,Mecentley,Feramborghini,BMV",False,False,True
Wheels & Tires,Low Profile Tires IKH,Better grip and handling performance.,IFAT-2004-ACEF-C984,2017-04-12,1910.19,EUR,True,True,"Feramborghini,Nord,BMV,WV,Mecentley",True,True,False
